experiment,c,T_PM,d50,d90,d10,T_TM,mf_PM,mf_TM,Q_g,w_crystal,c_in,T_PM_in,T_TM_in
file_59753.txt,0.1729295303435115,312.712233487402,0.00045520657427939427,0.0004646228220606748,0.00045990093223652274,312.3779530230353,0.00046147969425610523,0.008132454224855088,4.58875437732698e-07,0.005855651908398415,0.17695047308712,323.12063736011265,323.12063736011265
file_61276.txt,0.18415013371128158,314.4396219221612,0.0003965852418413455,0.0004778337219536788,0.0003407557058182251,314.1325652604232,0.0005459701807629558,0.009234100523468963,4.77280350541716e-07,0.004423888491438003,0.18999999999999997,323.15,323.15
file_62851.txt,0.1810453655236597,313.9433991118322,0.00037358473680489666,0.0004672366894927842,0.0003364098936813383,313.6364724791376,0.0006306671699223672,0.008178952619025341,4.0072856088439073e-07,0.006947082139515331,0.18999999999999997,323.15,323.15
file_62881.txt,0.18128284558431035,314.7272809761119,0.00044282529948341137,0.0004900020596766819,0.000308253617232909,314.50169763865176,0.0003579382122435819,0.00890191188265885,5.464420411095381e-07,0.006802291984022265,0.18999999999999997,323.15,323.15
file_62960.txt,0.17528864446374326,314.71211655987435,0.0004421039020460602,0.00048129571678754514,0.00040581770415020954,314.4348810647852,0.000503338734118703,0.00878173885450053,4.785133753328287e-07,0.004803651245348498,0.17695047308712,323.12063736011265,323.12063736011265
file_63561.txt,0.1741433140631155,313.3633716443599,0.00041631316446113066,0.0004946425538505982,0.00039632956768628904,313.1124738391511,0.0005107114599837204,0.00833153435177988,4.625040271547018e-07,0.004958405324781648,0.17695047308712,323.12063736011265,323.12063736011265
file_63816.txt,0.1733812421275897,313.04363218802877,0.0004445042466466615,0.00045680523304047284,0.0003224007353626976,312.6541740533307,0.0005645671359346212,0.008168342046475114,5.226323877059897e-07,0.005664523145721642,0.17695047308712,323.12063736011265,323.12063736011265
file_65538.txt,0.18215351300096327,314.1396460955872,0.00041948046468643854,0.0005078794980193761,0.0003260786059071555,313.905677802808,0.0004853100740948306,0.008799790553425961,3.7393707321032336e-07,0.005681936917955707,0.18999999999999997,323.15,323.15
file_66498.txt,0.17552689053624726,315.4114682502618,0.00045896008730789183,0.0004533756525443448,0.0003923054363775959,315.2001844049972,0.0005231399102522548,0.009361744286825952,3.663807677726484e-07,0.005073185768334936,0.17695047308712,323.12063736011265,323.12063736011265
file_67537.txt,0.1823825431307643,314.1973248742278,0.00041299391314325194,0.0004225827479153946,0.0003284407212923624,313.9060915529088,0.0004607102723594218,0.00800600185485845,5.020630142789071e-07,0.005608588101534652,0.18999999999999997,323.15,323.15
file_68111.txt,0.1748551932319087,314.2449284118366,0.0003820740129756914,0.00048147209427774104,0.0003329427232208562,313.99041917525864,0.0004900304214390377,0.00835353111992197,5.442168866899102e-07,0.005671352246411885,0.17695047308712,323.12063736011265,323.12063736011265
file_69268.txt,0.18400368295799088,316.3847970514448,0.00037949219715706904,0.00044459661084169494,0.0003349258743683422,316.1269935502398,0.0004898062641198516,0.011240005416933397,4.894504634017453e-07,0.00575878207079627,0.18999999999999997,323.15,323.15
file_70685.txt,0.17297441835938956,313.0202178555168,0.00039128853965186307,0.0005003319611457716,0.00036309314257762694,312.7768026758089,0.00048768716404230973,0.008022678750838015,4.863283856623367e-07,0.00572880035076403,0.17695047308712,323.12063736011265,323.12063736011265
file_71331.txt,0.1841054134401732,316.3911715371073,0.0004530572094588062,0.00042303355073966184,0.00034699999908462863,316.12668241710367,0.0005044451748965871,0.010700156563811049,5.491744438855198e-07,0.005760962334432996,0.18999999999999997,323.15,323.15
file_72972.txt,0.17602168418447287,315.97628047771474,0.00036591066095490983,0.00044818120662502717,0.00042586196452479763,315.75498460366225,0.0005036140444238348,0.010271502115233432,5.195840394059391e-07,0.0045064770609005616,0.17695047308712,323.12063736011265,323.12063736011265
file_7336.txt,0.17348481160131837,313.31621183980513,0.00041750869046706663,0.00045753236281706277,0.00035603530875187253,313.05552368976925,0.0004543669590550462,0.007199763151831067,3.5268046385265295e-07,0.006320108192818342,0.17695047308712,323.12063736011265,323.12063736011265
file_73559.txt,0.18056273920103427,312.5853500461675,0.00039170469590598035,0.0004661170654570073,0.00034725292492102854,312.21456093617707,0.000592514425432919,0.007116451019494283,5.37561705818531e-07,0.006229502407357242,0.18999999999999997,323.15,323.15
file_74771.txt,0.18217287805080618,313.7316768077735,0.00040692067202510105,0.0005654987170646182,0.0003570464508713759,313.48917664380247,0.0004459374725540407,0.00801852648082211,4.6129026990613196e-07,0.005509636930622587,0.18999999999999997,323.15,323.15
file_75800.txt,0.17390849949261097,312.320200882117,0.0004858499188487948,0.0004906853303999337,0.0004103417639885747,312.04155152947857,0.0004242343012343436,0.006684697577057431,5.297715932970788e-07,0.0048625919251962255,0.17695047308712,323.12063736011265,323.12063736011265
file_77484.txt,0.17206088203658718,311.50266613756435,0.0004659534443060908,0.000544335861861775,0.00042542347578819673,311.2262584513239,0.0005247795788483373,0.006465974960670891,3.71913863127087e-07,0.0059313048641480605,0.17695047308712,323.12063736011265,323.12063736011265
file_77600.txt,0.18359307119405852,313.6468988128561,0.0004142188446925367,0.0004917002061734865,0.0003521547620374502,313.29137013381404,0.000561429002847039,0.007868659649946241,4.0097073917737447e-07,0.003722068128439437,0.18999999999999997,323.15,323.15
